userId,courseId,timeSpent,score,discussions
169,174,9,0,32
41,146,206,2,31
78,72,95,2,24
142,179,25,3,40
126,283,120,1,50
168,4,205,0,43
35,149,72,5,5
107,297,46,3,13
70,284,21,0,26
25,260,96,1,27
177,237,86,0,2
167,138,176,3,39
86,112,79,3,41
124,39,158,1,42
109,125,178,2,48
5,255,68,5,45
157,144,67,3,33
165,287,200,4,19
158,271,228,3,20
20,111,187,4,31
184,169,191,5,48
83,43,163,1,43
131,210,74,3,3
139,259,95,4,2
134,237,179,3,42
63,115,126,3,5
3,157,59,4,9
75,10,175,1,34
4,82,240,5,25
141,9,217,1,2
100,280,44,5,14
16,6,194,0,37
71,202,35,5,20
171,242,142,4,43
41,167,112,5,1
40,65,103,3,1
4,67,186,4,42
122,220,76,0,33
131,152,180,3,0
11,5,75,5,45
186,242,220,4,45
161,172,167,5,3
185,43,140,2,2
48,65,193,0,27
39,61,187,2,6
111,54,204,2,44
183,278,119,2,6
108,246,109,2,34
65,275,168,4,0
128,18,81,3,7
156,90,52,3,26
86,49,240,1,22
90,291,225,0,13
154,60,22,1,40
8,73,202,1,23
81,287,121,5,16
75,154,14,1,35
170,240,108,2,7
52,185,138,2,40
15,177,163,0,17
157,93,131,4,38
72,111,190,3,23
46,77,123,3,26
192,68,129,5,37
18,98,213,1,7
88,37,157,4,29
16,43,92,1,44
101,157,84,1,43
110,239,203,4,7
30,119,40,0,46
90,21,35,2,17
127,99,113,0,9
106,139,57,2,11
25,28,5,2,7
138,125,217,5,12
115,241,161,0,30
90,245,57,1,27
108,82,16,0,21
144,77,125,5,41
168,91,146,5,45
64,205,178,5,35
3,49,13,1,12
200,26,223,3,5
75,173,50,1,12
147,279,240,1,15
58,78,156,0,3
24,68,68,0,48
23,130,100,4,10
170,256,2,3,47
11,275,109,4,6
11,162,145,0,15
17,111,134,2,46
51,73,175,5,26
146,230,214,4,38
69,268,90,3,24
155,237,51,5,2
186,164,121,0,29
149,82,30,0,12
96,245,25,3,4
24,92,75,3,49
23,140,140,0,20
151,71,152,2,48
178,50,213,3,2
50,104,169,0,47
200,277,214,1,44
5,87,20,3,12
146,296,211,3,8
87,111,132,3,37
192,9,43,3,48
169,251,190,0,20
152,71,34,2,16
97,26,34,3,22
110,205,220,3,2
125,115,224,3,49
84,231,166,5,50
164,294,71,3,33
47,11,50,4,39
121,148,124,2,21
168,23,45,4,41
158,84,187,5,23
85,170,22,1,48
36,184,195,1,45
123,38,85,0,35
60,187,88,1,26
180,34,77,0,25
47,24,24,1,20
73,202,73,0,2
189,197,109,1,44
37,75,162,1,41
81,233,226,5,32
74,260,240,4,9
50,132,160,0,31
54,158,223,3,26
30,7,101,5,29
87,67,154,4,50
26,4,126,4,48
84,7,33,2,34
2,253,216,0,10
107,236,15,0,40
103,36,72,4,45
18,59,72,4,18
119,271,98,0,13
58,299,153,5,32
148,171,218,5,22
54,154,29,3,33
182,17,93,5,8
64,136,188,3,19
7,242,68,4,6
55,138,164,3,49
68,245,228,5,23
198,28,131,2,5
181,218,134,5,30
51,164,134,2,31
141,288,202,2,38
30,130,208,1,35
139,76,153,1,47
12,288,35,1,46
79,177,4,0,42
72,112,210,1,33
91,172,166,1,3
100,95,195,3,38
55,152,229,2,13
11,7,230,2,23
142,251,118,1,12
163,9,232,0,0
72,116,179,2,28
33,120,181,2,16
64,95,186,4,15
143,269,86,1,24
106,267,232,4,18
52,183,16,5,0
2,130,90,3,25
21,49,106,1,44
27,219,201,1,33
41,79,226,0,40
54,93,48,4,25
104,84,175,4,27
68,180,86,3,10
79,189,161,2,5
117,207,78,0,2
32,285,107,4,44
62,123,46,5,25
200,108,205,0,22
130,207,140,1,47
160,127,19,0,8
125,84,188,3,28
60,195,2,2,26
154,133,74,4,39
29,242,118,2,24
28,36,223,1,27
196,133,125,5,2
120,152,194,4,46
142,183,74,0,23
156,300,17,5,28
35,88,157,5,37
55,111,50,2,37
89,169,124,2,17
120,190,238,1,46
29,211,99,0,26
3,106,100,5,32
7,201,74,3,38
42,5,39,0,32
36,20,74,1,15
99,127,125,1,36
137,14,212,4,32
101,48,149,5,40
200,280,229,3,1
43,17,46,0,40
28,221,206,1,18
150,144,40,0,27
180,161,174,4,45
52,98,83,0,47
146,207,150,2,48
93,282,199,2,7
37,6,27,0,7
183,75,220,0,47
34,63,146,4,29
182,32,92,5,9
58,91,91,2,12
97,142,131,5,19
33,41,210,2,14
8,100,146,1,33
5,10,137,0,7
34,117,55,2,2
6,203,69,3,42
15,135,132,0,16
46,197,126,4,21
144,127,75,0,8
175,11,95,1,38
79,255,20,4,5
21,234,240,4,34
155,206,153,3,17
128,160,156,3,21
93,226,161,1,28
52,109,206,0,7
197,174,92,3,30
33,282,207,4,46
1,233,66,5,46
54,7,176,1,35
64,277,28,3,16
91,236,57,0,42
114,227,129,1,11
82,48,163,3,34
99,44,239,4,20
79,139,199,1,41
117,177,132,0,9
62,284,166,1,39
80,123,205,0,7
112,190,5,4,21
53,169,42,3,40
184,20,87,5,47
137,89,231,4,50
185,26,128,4,46
176,165,50,4,2
67,86,54,3,17
112,81,97,2,45
142,202,144,0,45
139,152,20,1,45
26,7,201,4,29
197,81,88,4,3
181,215,227,3,47
17,237,30,4,10
19,127,189,4,35
137,245,144,0,47
3,111,121,2,48
123,283,67,4,11
31,41,232,4,17
151,32,118,0,14
57,74,188,5,18
54,215,8,2,36
153,228,146,3,0
148,7,193,5,23
134,185,205,1,24
167,81,181,2,27
98,109,55,1,11
61,198,210,3,35
58,7,116,5,37
200,270,122,2,36
17,240,102,0,14
156,295,236,4,47
106,96,86,3,14
168,189,115,4,9
145,297,219,3,50
94,238,58,0,26
200,230,205,4,8
61,111,5,2,10
114,147,101,0,34
101,275,98,3,33
79,133,137,4,11
77,134,141,5,34
40,284,20,4,40
163,23,74,2,26
81,53,49,4,15
72,61,54,3,10
159,13,106,0,39
56,28,85,2,5
147,61,161,3,35
177,206,135,0,3
131,290,177,0,40
19,25,47,4,41
189,35,177,5,20
140,26,133,0,43
195,156,224,4,29
34,31,71,5,15
163,261,34,5,2
16,146,178,3,17
123,69,146,2,13
154,288,237,3,37
32,52,216,2,14
145,76,83,2,18
86,243,230,5,8
48,134,18,0,0
181,100,81,0,48
85,152,73,5,50
98,67,177,1,31
67,24,210,1,48
14,281,159,2,4
197,256,224,4,34
99,4,116,4,38
49,228,121,4,9
109,99,202,1,43
103,244,93,1,14
159,297,74,1,6
39,255,50,0,46
24,14,109,1,34
117,186,117,0,7
139,55,182,0,2
54,41,45,0,8
150,209,197,0,16
142,100,27,2,3
18,82,38,5,16
170,8,22,1,27
93,75,197,3,45
25,300,98,0,44
15,195,19,3,28
58,192,164,5,2
191,3,182,2,13
150,171,119,3,45
28,54,140,3,40
163,78,96,2,41
184,73,129,1,44
9,224,111,4,50
38,223,188,1,15
41,123,172,3,6
1,196,166,5,31
56,38,146,0,45
170,38,124,0,14
111,97,64,1,43
142,88,161,2,11
49,167,147,4,11
133,34,226,3,7
94,109,160,4,46
157,231,224,4,42
98,7,174,1,4
55,89,67,2,23
143,196,141,1,33
101,224,180,5,16
12,40,155,1,12
81,152,82,3,38
185,159,75,4,15
49,155,220,3,27
189,70,223,0,26
172,95,11,2,24
128,1,139,1,32
63,300,112,3,4
109,225,222,3,22
24,27,57,0,28
158,14,158,3,14
184,75,157,3,24
144,167,128,1,45
48,20,240,3,15
3,107,40,3,36
179,258,131,5,0
187,40,187,3,4
107,27,145,4,39
119,22,41,0,44
171,46,166,1,18
192,172,181,3,32
42,53,29,2,35
170,215,208,4,39
128,270,213,3,26
136,218,60,4,24
192,129,209,4,36
113,245,223,0,24
36,24,158,3,48
18,17,123,0,17
101,184,41,3,42
180,6,218,4,45
88,238,234,1,48
17,162,148,2,26
109,110,18,1,30
49,285,224,1,20
26,60,222,4,37
83,128,20,2,22
155,10,143,3,33
56,179,210,0,0
75,21,176,1,8
175,268,201,4,27
4,101,188,0,9
182,197,178,2,2
119,247,75,4,35
88,169,112,3,27
71,213,133,5,37
71,117,215,1,38
1,121,122,0,45
138,257,50,0,26
79,215,120,0,18
166,9,219,2,36
61,246,88,4,11
66,5,140,2,26
117,54,130,3,0
187,120,25,3,25
102,300,97,5,40
89,85,201,3,3
143,150,117,2,2
78,255,235,4,40
200,84,106,5,32
132,167,174,3,20
63,263,141,2,39
99,94,58,3,2
9,169,51,1,16
16,18,191,5,44
163,97,70,1,32
196,170,157,0,26
105,89,81,0,34
119,52,130,3,45
50,177,12,3,4
147,173,136,5,50
150,236,101,4,45
101,89,214,2,20
19,143,9,0,8
9,77,63,1,0
51,83,62,1,5
75,60,158,1,1
11,282,180,0,25
190,68,102,5,26
112,103,172,1,36
138,177,164,4,42
43,21,84,0,36
40,96,43,1,19
52,133,72,4,17
154,33,157,5,29
39,8,32,1,33
134,278,129,1,26
195,95,120,4,1
84,154,69,3,18
94,247,225,2,37
64,45,26,3,35
89,177,147,0,10
64,41,237,5,33
8,162,47,5,35
149,14,38,5,16
25,226,58,0,20
75,102,133,5,13
169,145,117,0,45
58,255,239,2,19
2,190,150,2,27
194,92,3,5,17
153,201,168,3,35
165,257,49,4,23
178,190,133,1,5
5,259,30,2,42
27,183,170,5,41
88,166,41,0,34
88,256,238,0,9
180,22,72,4,24
178,159,86,4,29
147,244,79,2,40
196,248,167,5,10
174,230,199,2,8
171,229,206,4,24
33,125,223,0,31
35,56,9,2,6
152,109,6,5,0
88,300,235,0,38
51,291,166,0,6
103,169,54,4,48
70,19,139,0,22
47,140,215,3,36
48,67,174,2,7
1,103,28,4,37
174,260,178,0,40
59,3,102,1,2
134,143,17,2,20
71,80,199,1,47
86,117,193,1,46
37,283,193,1,30
1,97,16,3,10
13,136,74,3,27
118,200,125,1,25
143,295,209,2,42
187,191,122,0,35
79,232,30,3,29
94,189,53,3,34
159,49,45,1,10
192,204,30,0,28
23,293,191,4,26
51,251,203,0,15
99,136,51,4,37
96,57,7,0,37
94,80,170,5,19
178,247,128,3,3
105,167,187,4,26
178,143,110,2,15
174,288,232,5,33
68,50,123,2,9
145,82,47,5,7
15,174,159,0,3
62,101,3,0,25
82,94,222,5,10
84,55,175,3,16
98,224,128,4,6
55,124,229,0,50
67,45,164,4,14
34,55,66,3,12
135,124,86,5,45
75,272,66,0,19
188,114,164,5,8
87,272,117,5,34
159,36,139,4,26
93,206,188,1,32
172,153,166,1,43
77,139,240,0,12
136,36,85,1,47
196,90,108,2,25
13,152,35,5,0
183,85,40,4,34
133,25,224,2,35
73,83,156,0,17
65,119,193,4,2
78,259,111,5,6
136,9,52,4,41
176,202,134,0,24
166,152,84,3,31
162,201,81,4,32
74,225,44,2,40
63,135,145,2,30
72,267,193,1,3
22,206,113,4,48
12,293,203,2,17
198,287,18,1,41
199,152,216,1,28
49,22,111,3,34
151,60,52,0,27
66,223,195,2,43
131,152,169,5,18
87,247,227,1,5
199,133,67,5,27
126,19,64,1,9
189,66,115,4,41
133,1,6,3,39
80,117,40,5,30
151,295,120,5,48
21,77,10,5,2
12,190,60,0,18
186,204,9,5,10
144,137,56,4,29
151,212,77,0,49
127,37,77,1,26
150,139,96,3,13
45,262,210,1,31
82,295,23,0,36
145,296,91,3,22
16,234,120,0,50
168,9,7,3,2
18,100,239,1,26
23,125,136,0,46
200,179,118,0,12
177,46,127,5,45
21,290,177,4,12
80,260,199,2,34
16,73,47,0,4
101,49,151,4,6
38,198,117,0,15
190,10,203,3,13
106,264,216,2,28
89,190,191,0,40
57,49,143,1,44
144,225,91,5,25
84,249,171,2,13
108,47,127,4,47
4,87,121,4,4
74,131,115,3,11
27,170,236,0,4
185,245,9,5,44
160,149,22,2,3
64,201,100,3,19
200,125,170,1,32
111,199,204,0,47
45,252,194,0,4
191,36,161,1,50
95,104,133,1,0
187,218,226,4,43
38,232,39,1,4
170,94,216,3,34
75,158,173,1,41
99,193,208,1,43
126,44,166,4,27
53,136,38,3,13
172,20,14,5,41
93,235,189,0,8
141,188,149,4,34
10,169,160,0,42
65,68,220,3,9
98,154,48,2,28
17,241,120,0,29
151,177,31,1,44
48,190,237,4,39
199,146,177,1,23
44,211,100,3,45
118,170,111,1,8
42,105,10,1,38
189,160,126,2,12
195,176,138,3,18
78,46,184,5,18
61,5,24,4,2
18,176,116,1,18
32,28,209,2,18
139,226,150,5,46
170,132,187,3,31
55,43,87,0,46
160,138,240,4,22
9,42,110,5,45
185,109,135,0,44
57,127,201,1,39
74,282,225,4,48
96,14,66,0,30
90,239,227,0,0
47,154,44,2,12
46,237,213,0,21
68,28,165,4,42
93,195,238,3,31
168,230,140,2,27
92,241,123,1,23
149,192,20,2,35
157,94,22,1,42
26,68,198,1,31
83,12,167,0,36
70,2,111,4,5
4,193,140,2,35
165,62,187,2,46
143,135,120,1,41
165,67,24,3,12
93,12,159,2,28
16,124,106,4,29
154,217,3,3,29
136,231,56,3,45
83,187,102,1,27
99,171,231,0,47
115,273,126,1,46
200,45,63,5,7
68,112,58,0,3
61,43,15,4,8
196,138,71,4,26
9,46,192,4,49
178,6,196,5,38
141,254,66,0,6
67,155,200,4,17
169,225,71,0,0
57,171,50,4,25
20,122,165,4,39
170,148,59,1,24
77,69,64,0,32
17,232,145,1,25
182,16,97,3,21
53,87,46,3,6
192,42,71,3,1
111,175,134,0,27
36,282,118,0,13
94,4,77,1,45
169,231,125,3,19
1,283,237,4,42
136,295,64,4,33
38,236,76,0,20
127,185,15,4,47
163,87,70,0,34
189,102,183,0,20
37,190,41,2,1
2,107,156,5,31
135,242,119,3,22
94,31,171,5,41
108,155,68,1,18
188,20,78,2,3
33,177,183,5,31
121,205,164,1,40
184,52,55,4,49
42,238,14,1,25
152,208,80,3,7
64,14,148,5,12
159,12,8,4,33
17,1,200,0,24
43,79,22,5,46
138,163,237,5,23
42,73,113,1,0
128,223,228,3,46
11,259,18,2,42
15,252,36,5,47
5,246,110,5,15
173,67,96,2,35
166,166,192,0,0
131,141,238,2,47
13,20,183,5,36
193,72,68,0,28
102,168,18,0,50
198,247,40,0,49
16,243,230,3,40
48,215,93,3,32
57,267,137,5,44
89,54,238,1,14
64,192,183,5,31
49,17,105,3,47
39,256,117,5,21
110,250,123,3,19
25,107,11,1,5
198,39,196,4,34
160,251,187,4,34
15,29,126,4,17
61,16,69,3,24
74,273,190,2,39
88,192,199,5,1
124,146,9,3,39
31,69,173,2,6
25,269,12,2,24
4,196,231,3,29
101,234,221,4,31
104,199,111,3,18
129,59,185,5,8
153,127,130,4,37
179,269,223,0,7
6,258,90,2,36
97,36,20,5,7
22,259,125,1,49
94,40,196,2,22
141,171,164,2,15
60,114,144,4,16
111,245,58,2,40
18,16,126,3,24
110,293,73,5,46
96,124,43,4,29
43,167,184,4,18
86,156,111,5,21
113,206,93,1,24
43,177,184,4,40
184,293,32,4,41
99,180,72,2,17
197,218,66,5,34
67,148,128,1,50
116,229,44,5,45
170,219,161,2,0
43,156,129,0,6
96,57,76,0,17
116,176,236,0,12
42,10,60,3,31
100,181,12,2,41
74,266,151,2,45
13,105,203,2,42
43,200,102,0,15
122,268,11,3,24
136,273,114,1,9
35,275,239,0,42
189,213,70,3,17
10,64,171,3,20
16,41,52,0,41
125,43,109,2,23
194,190,163,2,4
13,111,219,0,44
128,234,209,0,23
79,16,16,5,3
158,166,81,1,6
47,249,159,5,5
191,289,94,4,44
53,209,178,4,14
144,137,93,4,10
59,67,162,5,6
61,99,136,3,13
86,267,87,2,47
153,118,118,2,28
148,186,26,4,36
82,146,104,1,23
32,70,98,5,43
61,78,82,4,7
122,43,110,4,39
185,222,201,0,26
75,51,41,3,16
10,217,98,1,16
78,192,75,5,16
137,34,55,5,1
182,44,139,1,30
193,19,171,5,32
90,147,67,0,33
145,192,125,4,24
192,146,136,2,4
8,81,36,0,15
113,125,125,1,27
158,25,123,4,39
98,288,232,3,49
30,248,52,5,11
31,291,132,0,50
83,138,16,3,49
161,97,118,2,41
15,136,201,4,18
84,193,144,0,34
9,23,115,4,3
143,120,31,4,40
111,20,105,4,42
160,206,67,2,36
189,212,180,4,37
35,142,115,1,5
18,285,153,5,47
72,130,200,4,49
180,256,70,2,9
193,300,145,5,38
82,157,165,1,5
184,251,3,3,3
115,99,137,4,13
98,90,135,0,37
156,57,238,1,39
195,184,179,2,33
91,288,57,5,11
58,22,213,2,4
165,130,38,2,17
127,105,51,1,28
45,190,128,1,42
138,104,1,1,13
3,75,96,4,50
170,201,144,4,8
119,299,153,0,14
139,18,86,0,14
1,40,163,2,34
78,16,177,2,34
82,35,91,4,45
185,278,233,1,12
18,111,33,3,24
159,196,3,1,44
33,26,233,4,38
136,178,0,1,41
119,49,31,0,9
29,106,160,3,2
112,251,15,1,0
132,96,90,3,5
48,30,233,1,17
165,32,96,5,45
170,153,71,5,22
157,219,228,5,17
173,281,223,4,25
140,40,226,4,13
49,14,26,0,8
24,125,34,5,49
63,37,152,3,27
135,81,2,3,46
23,51,104,0,37
65,182,175,3,41
20,20,70,1,10
91,48,3,1,5
197,56,143,0,19
132,200,237,3,50
89,41,121,5,24
169,287,92,5,7
113,9,142,3,49
127,105,8,0,44
30,280,136,0,40
6,233,86,3,23
155,136,139,0,22
51,27,35,4,43
108,280,73,2,43
160,246,165,3,0
139,28,210,1,23
44,299,2,4,48
51,105,15,2,21
30,4,20,5,15
139,230,140,3,34
66,261,75,5,16
49,234,114,2,7
68,142,233,4,42
195,144,238,2,39
164,188,52,3,13
126,170,70,2,9
140,31,182,4,20
129,4,55,3,17
196,53,78,3,22
28,115,134,2,5
113,30,87,2,42
115,42,221,0,25
142,246,219,3,6
178,33,32,5,21
104,221,91,1,27
67,269,134,0,36
51,55,19,0,35
122,147,38,0,16
161,186,145,4,6
129,179,119,5,7
163,210,18,2,37
104,298,85,5,24
1,158,202,0,26
194,177,160,5,1
72,285,187,2,15
137,145,100,0,21
72,268,156,4,37
182,102,190,0,15
172,64,3,2,11
26,99,82,5,43
188,263,199,4,2
114,100,110,0,34
54,242,115,0,31
126,273,140,4,41
65,177,41,1,2
151,48,195,4,24
17,136,31,3,42
141,32,150,1,39
128,3,114,3,28
99,239,222,5,41
147,50,104,0,2
2,124,113,0,2
87,238,165,4,8
25,191,228,2,45
20,278,161,4,31
83,269,150,0,40
106,184,20,0,1
54,85,128,1,3
197,162,200,0,48
9,64,61,5,41
181,11,85,4,18
106,223,178,0,14
170,216,228,2,37
148,128,164,4,1
67,291,78,1,42
9,170,204,3,10
107,57,106,5,14
109,284,184,5,0
99,262,187,0,32
191,20,42,3,1
162,22,123,1,3
188,47,26,3,35
143,222,57,2,46
152,142,39,1,17
14,70,16,2,29
108,25,203,3,8
175,197,225,4,37
148,155,121,0,3
173,74,97,0,30
52,70,177,0,29
93,86,128,0,48
193,95,208,4,22
38,200,13,5,48
114,102,141,3,2
55,94,25,3,47
34,261,188,3,43
51,68,161,0,27
116,118,97,3,2
38,238,188,1,41
127,78,38,2,2
190,219,200,1,18
119,133,215,3,27
99,86,72,2,49
120,165,24,5,28
21,271,203,1,0
50,241,164,1,24
197,85,82,1,12
74,168,226,0,23
106,193,71,3,41
82,36,53,2,25
182,252,227,0,0
78,201,60,0,20
87,158,85,4,7
73,112,112,4,8
22,120,148,0,7
176,62,161,5,34
79,78,16,1,32
11,109,125,4,20
67,190,117,4,12
76,92,10,3,27
109,132,206,1,49
24,144,71,4,19
105,157,131,1,9
28,260,12,5,10
143,27,75,2,34
105,110,166,1,16
85,147,203,4,34
145,36,86,2,41
160,93,54,3,29
66,282,50,4,16
17,154,16,1,21
10,268,220,3,6
98,17,95,0,40
64,43,41,2,22
192,239,135,5,42
70,96,21,3,33
16,207,17,2,10
159,282,130,5,13
38,225,212,4,25
187,265,47,3,37
28,49,157,4,25
125,249,67,5,2
29,170,103,5,10
181,23,110,3,16
122,281,77,1,35
193,118,156,5,7
196,6,49,0,19
111,53,226,1,24
157,255,235,4,41
75,149,64,1,42
110,106,178,3,11
25,101,50,5,36
186,229,30,3,32
95,184,229,0,25
110,43,42,3,4
131,13,46,2,2
177,281,16,4,46
146,115,232,4,20
139,169,205,2,22
122,139,124,3,30
63,52,49,0,19
36,1,210,2,11
148,268,199,4,4
157,194,181,2,6
124,162,149,4,42
131,37,174,1,43
9,287,231,3,4
131,46,238,1,1
87,99,123,1,5
41,31,69,3,30
167,240,188,4,21
134,250,203,3,0
28,15,212,1,48
92,103,119,4,17
39,169,189,0,15
24,281,217,2,0
54,33,105,2,5
71,188,36,4,23
184,213,123,4,23
120,167,6,5,32
174,235,81,4,10
20,129,183,5,35
41,78,11,2,5
125,187,20,1,33
169,75,115,2,11
169,150,84,3,7
149,259,9,3,3
80,114,112,5,1
78,162,173,0,21
3,7,12,1,38
76,187,161,0,46
96,109,29,5,40
90,64,14,2,3
145,2,64,5,29
148,249,80,0,3
196,64,239,4,15
54,203,122,2,31
160,80,17,4,44
7,142,135,3,29
163,42,120,3,20
160,202,163,3,7
90,300,218,1,46
15,125,125,1,19
4,174,61,4,15
186,87,133,4,35
180,28,172,3,26
73,132,60,3,22
165,67,204,0,19
149,77,180,1,18
97,161,217,4,1
3,93,117,4,45
45,204,50,3,46
75,295,66,5,3
154,238,130,5,10
93,89,227,3,4
72,189,147,2,9
44,283,231,0,18
28,161,5,0,28
162,281,25,5,45
90,29,148,3,30
71,271,65,3,45
103,93,49,5,29
146,165,48,4,44
115,288,213,2,4
164,59,8,0,11
45,192,115,3,43
18,145,216,4,44
188,234,232,0,6
100,131,73,2,1
78,45,44,0,15
35,53,29,2,19
44,59,127,5,36
79,43,218,4,5
194,221,65,0,0
59,152,107,4,28
172,78,84,3,13
195,44,62,0,32
81,254,228,5,24
173,205,68,5,32
184,10,144,1,6
89,233,184,2,2
41,146,116,0,3
110,186,58,0,7
186,161,169,5,48
19,204,234,3,3
84,245,118,5,28
36,267,89,4,30
155,10,48,1,3
1,135,131,1,27
155,254,135,4,33
94,70,23,3,21
19,90,36,2,43
106,167,58,2,28
113,109,236,5,28
129,223,102,0,16
66,145,55,3,32
91,57,61,0,38
44,234,134,5,20
159,46,73,4,36
135,124,129,3,44
17,196,88,4,0
152,167,172,0,44
90,69,16,3,27
93,8,57,3,50
159,140,229,3,24
109,288,198,1,37
142,188,58,4,29
59,188,145,1,42
32,16,27,4,41
31,230,181,4,50
144,184,30,5,33
13,134,228,5,14
35,85,9,1,17
98,271,220,5,38
105,52,204,4,14
187,266,140,1,47
69,292,180,0,30
49,201,26,1,27
163,96,44,4,13
125,205,105,5,15
92,24,12,3,0
106,82,197,1,28
41,178,88,3,38
71,55,200,1,2
182,221,12,3,11
94,72,40,5,3
11,153,164,2,35
147,280,200,5,13
97,212,171,5,0
126,17,232,1,40
40,168,120,5,50
45,137,55,0,37
58,263,199,3,36
4,202,15,4,42
59,204,82,1,35
107,76,221,1,20
121,269,139,1,11
68,42,217,1,10
14,178,59,0,25
24,290,164,3,21
30,240,125,1,15
20,4,128,3,20
51,271,122,4,50
137,210,149,5,46
113,241,62,2,26
179,287,167,1,9
124,100,198,1,20
139,24,7,0,10
133,240,50,0,27
31,277,153,4,37
111,50,95,0,3
11,191,234,3,0
111,103,206,0,34
3,297,43,0,39
25,156,9,4,18
99,216,100,0,45
200,138,61,4,40
36,66,240,2,46
113,267,138,2,37
82,242,143,0,34
59,160,17,0,9
183,43,41,0,44
196,297,168,3,0
134,47,136,2,18
40,235,183,2,43
190,89,229,0,20
108,162,175,1,46
8,299,57,0,21
130,62,7,5,22
76,149,3,2,30
118,97,28,0,40
89,191,3,0,44
24,136,126,1,44
172,80,56,5,19
91,293,161,0,4
3,12,15,0,1
7,228,87,3,27
164,282,189,1,6
64,222,43,3,19
132,195,15,0,7
88,275,85,1,47
37,39,125,0,32
78,286,73,1,19
169,104,153,3,48
121,71,33,3,6
43,166,215,5,12
43,163,41,4,19
15,92,181,5,39
61,205,146,2,5
99,106,144,2,41
30,259,58,0,50
108,182,36,2,49
53,201,6,0,23
159,128,152,1,15
168,24,141,2,4
157,285,181,5,15
46,220,165,4,34
162,293,180,1,31
58,271,134,2,12
19,144,150,2,50
175,21,125,3,39
141,81,62,3,34
11,296,12,3,30
143,247,190,4,48
65,241,108,0,43
132,118,175,4,18
20,49,165,3,24
24,221,138,3,20
4,74,211,4,19
5,6,217,4,28
145,106,138,5,17
172,204,107,4,45
69,287,8,1,30
66,141,187,2,42
156,283,128,1,44
119,56,5,1,11
185,69,135,5,6
105,90,134,0,36
31,280,184,5,14
190,244,74,2,5
134,53,235,5,6
193,245,128,4,26
191,265,196,5,18
16,96,174,3,26
56,193,76,0,3
40,58,60,4,32
30,155,180,4,12
126,116,211,5,33
180,139,80,4,19
120,102,135,4,26
69,128,36,1,20
114,132,82,3,5
106,300,205,4,28
76,47,200,0,2
158,44,165,2,29
140,172,141,4,39
124,261,70,2,8
174,210,226,3,48
60,26,225,3,16
149,112,40,2,22
47,80,194,2,35
120,12,103,5,24
71,30,141,2,39
56,76,179,0,40
28,167,22,0,14
135,216,197,1,18
162,200,234,5,20
119,199,118,4,10
81,45,36,5,0
51,262,152,5,23
18,129,19,3,38
137,146,148,5,22
61,101,207,4,0
55,297,88,2,46
130,120,129,1,10
124,296,176,4,30
171,232,15,5,48
117,22,220,3,40
178,178,12,5,7
195,93,192,4,28
171,101,129,4,38
26,107,212,3,26
135,83,128,2,23
195,163,233,1,5
33,163,227,4,21
35,267,119,5,32
122,244,167,0,22
123,173,19,2,26
58,136,101,4,40
98,42,28,2,21
185,222,154,1,12
35,92,224,5,39
75,230,188,2,49
56,156,206,5,36
177,268,200,2,2
56,268,40,1,19
24,164,202,0,39
90,60,40,3,4
44,180,214,5,39
102,7,136,2,50
140,14,232,4,27
192,38,183,5,40
121,159,5,2,33
4,238,217,2,45
76,225,155,0,34
136,100,206,4,19
24,226,2,4,42
108,53,24,5,21
64,98,42,4,3
107,234,39,4,47
42,162,217,5,6
12,270,221,4,49
81,290,27,0,43
175,167,39,0,44
151,159,3,4,23
163,80,3,4,29
46,42,94,0,27
99,198,85,4,40
140,241,48,1,14
106,145,68,1,35
144,107,109,3,41
48,269,228,2,9
50,64,203,5,11
129,10,226,4,33
120,80,117,4,16
77,73,101,1,49
24,156,130,0,10
125,209,174,0,44
39,223,44,1,29
83,284,97,5,28
194,4,21,1,7
172,73,191,4,32
46,238,116,0,14
83,188,57,0,20
102,68,9,2,39
107,218,189,2,33
11,174,132,3,8
29,283,167,1,2
120,71,105,4,43
40,267,139,1,22
162,287,216,3,7
86,276,78,3,30
75,23,67,5,49
188,238,236,1,34
97,101,209,1,44
57,112,208,1,23
10,74,145,2,20
22,144,84,1,40
185,174,166,2,50
85,231,40,0,24
130,144,210,0,13
30,284,239,1,10
10,235,80,0,12
149,141,46,4,15
94,9,165,4,36
132,69,186,0,40
129,162,19,4,0
178,25,34,3,35
152,189,104,0,50
167,102,124,5,33
194,193,43,0,44
13,39,208,2,3
65,243,130,3,15
79,146,68,3,36
164,252,187,0,10
35,103,8,2,32
189,121,14,5,22
197,200,231,5,43
173,263,107,4,29
115,90,106,3,3
106,17,112,3,30
126,269,190,3,12
5,288,140,1,47
186,138,149,4,19
188,68,122,3,9
135,6,59,4,2
41,187,171,0,32
10,69,237,4,49
6,170,88,0,30
66,245,8,0,16
170,223,207,0,47
135,84,20,1,24
154,225,87,1,3
156,281,34,1,29
49,183,18,4,47
188,122,30,5,26
153,141,36,4,29
95,263,172,4,31
24,191,46,4,32
174,87,213,0,38
1,69,30,1,36
116,6,155,3,4
33,186,220,1,13
48,229,110,4,17
164,42,6,4,25
123,222,190,1,29
139,201,63,5,40
153,242,148,5,0
10,173,124,3,45
130,287,227,4,20
123,108,164,3,23
150,34,239,5,44
148,294,33,2,0
173,121,124,0,7
152,173,72,2,39
119,65,100,3,25
6,284,88,0,45
